1,"She hadn't eaten all day, and by the time she got home she was
______.
",blighted,confutative,ravenous,ostentatious,blissful
2,"The movie offended many of the parents of its younger viewers by
including unnecessary ______ in the dialogue.
",vulgarity,verbosity,vocalizations,garishness,tonality
3,"His neighbors found his ______ manner bossy and irritating, and
they stopped inviting him to backyard barbeques.
",insentient,magisterial,reparatory,restorative,modest
4,"Steven is always ______ about showing up for work because he
feels that tardiness is a sign of irresponsibility.
",legible,tolerable,punctual,literal,belligerent
5,"Candace would ______ her little sister into an argument by teasing
her and calling her names.
",advocate,provoke,perforate,lamente,expunge
6,"The dress Ariel wore ______ with small, glassy beads, creating a
shimmering effect.
",titillated,reiterated,scintillated,enthralled,striated
7,"Being able to afford this luxury car will ______ getting a betterpaying
job.
",maximize,recombinant,reiterate,necessitate,reciprocate
8,"Levina unknowingly ______ the thief by holding open the elevator
doors and ensuring his escape.
",coerced,proclaimed,abetted,sanctioned,solicited
9,"Shakespeare, a(n) ______ writer, entertained audiences by writing
many tragic and comic plays.
",numeric,obstinate,dutiful,prolific,generic
10,"I had the ______ experience of sitting next to an over-talkative
passenger on my flight home from Brussels.
",satisfactory,commendable,galling,acceptable,acute
11,"Prince Phillip had to choose: marry the woman he loved and ______
his right to the throne, or marry Lady Fiona and inherit the crown.
",reprimand,upbraid,abdicate,winnow,extol
12,"If you will not do your work of your own ______, I have no choice
but to penalize you if it is not done on time.
",predilection,coercion,excursion,volition,infusion
13,"After sitting in the sink for several days, the dirty, food-encrusted
dishes became ______.
",malodorous,prevalent,imposing,perforated,emphatic
14,"Giulia soon discovered the source of the ______ smell in the room:
a week-old tuna sandwich that one of the children had hidden in
the closet.
",quaint,fastidious,clandestine,laconic,fetid
15,"After making ______ remarks to the President, the reporter was
not invited to return to the White House pressroom.
",hospitable,itinerant,enterprising,chivalrous,irreverent
16,"With her ______ eyesight, Krystyna spotted a trio of deer on the
hillside and she reduced the speed of her car.
",inferior,keen,impressionable,ductile,conspiratorial
17,"With a(n) ______ grin, the boy quickly slipped the candy into his
pocket without his mother's knowledge.
",jaundiced,nefarious,stereotypical,sentimental,impartial
18,"Her ______ display of tears at work did not impress her new boss,
who felt she should try to control her emotions.
",maudlin,meritorious,precarious,plausible,schematic
19,"Johan argued, ""If you know about a crime but don't report it, you
are ______ in that crime because you allowed it to happen.""
",acquitted,steadfast,tenuous,complicit,nullified
20,"The authorities, fearing a ______ of their power, called for a
military state in the hopes of restoring order.
",subversion,premonition,predilection,infusion,inversion
21,"The story's bitter antagonist felt such great ______ for all of the other
characters that as a result, his life was very lonely and he died alone.
",insurgence,malevolence,reciprocation,declamation,preference
22,"It is difficult to believe that charging 20% on an outstanding credit
card balance isn't ______!
",bankruptcy,usury,novice,kleptomania,flagrancy
23,"The ______ weather patterns of the tropical island meant tourists
had to carry both umbrellas and sunglasses.
",impertinent,supplicant,preeminent,illustrative,kaleidoscopic
24,"Wedding ceremonies often include the exchange of ______ rings
to symbolize the couple's promises to each other.
",hirsute,acrimonious,plaintive,deciduous,votive
25,"Kym was ______ in choosing her friends, so her parties were
attended by vastly different and sometimes bizarre personalities.
",indispensable,indiscriminate,commensurate,propulsive,indisputable
26,"Phillip's ______ tone endeared him to his comical friends, but
irritated his serious father.
",aloof,jesting,grave,earnest,conservative
27,"Brian's pale Irish skin was ______ to burn if he spent too much
time in the sun.
",prone,urbane,eminent,erect,daunted
28,"A fan of historical fiction, Joline is now reading a novel about
slavery in the ______ South.
",decorous,rogue,droll,antebellum,onerous
29,"Over the years the Wilsons slowly ______ upon the Jacksons'
property, moving the stone markers that divided their lots farther
and farther onto the Jacksons' land.
",encroached,jettisoned,conjoined,repudiated,teemed
30,"Mary became ______ at typing because she practiced every day for
six months.
",proficient,reflective,dormant,redundant,valiant
31,"To find out what her husband bought for her birthday, Susan
attempted to ______ his family members about his recent shopping
excursions.
",prescribe,probe,alienate,converge,revere
32,"Juan's friends found him in a ______ mood after he learned he
would be homecoming king.
",jovial,stealthy,paltry,gullible,depleted
33,"His suit of armor made the knight ______ to his enemy's attack,
and he was able to escape safely to his castle.
",vulnerable,churlish,invulnerable,static,imprudent
34,"Choosing a small, fuel-efficient car is a ______ purchase for a
recent college graduate.
",corrupt,tedious,unhallowed,sardonic,judicious
35,"Such a ______ violation of school policy should be punished by
nothing less than expulsion.
",copious,flagrant,raucous,nominal,morose
36,"With all of the recent negative events in her life, she felt ______
forces must be at work.
",resurgent,premature,malignant,punctilious,antecedent
37,"The ______ rumors did a great deal of damage even though they
turned out to be false.
",bemused,prosaic,apocryphal,ebullient,tantamount
38,"When her schoolwork got to be too much, Pam had a tendency to
______, which always put her further behind.
",dedicate,rejuvenate,ponder,excel,procrastinate
39,"Racha's glance was a ______ invitation to speak later in private
about events of the meeting.
",trecherous,scintillating,tactful,tacit,taboo
40,"She reached the ______ of her career with her fourth novel, which
won the Pulitzer Prize.
",harbinger,apogee,metamorphosis,dictum,synthesis
41,"The ______ townspeople celebrated the soldier's return to his
home by adorning trees with yellow ribbons and balloons.
",somber,jubilant,pitiless,cunning,unsullied
42,"The governor-elect was hounded by a group of ______ lobbyists
and others hoping to gain favor with her administration.
",facetious,abstruse,magnanimous,fawning,saccharine
43,"The mock graduation ceremony-with a trained skunk posing as
the college president-was a complete ______ that offended many
college officials.
",tempest,epitome,quintessence,travesty,recitative
44,"The busy, ______ fabric of the clown's tie matched his oversized
jacket, which was equally atrocious.
",mottled,bleak,credible,malleable,communicable
45,"Kendrick's talent ______ under the tutelage of Anya Kowalonek,
who as a young woman had been the most accomplished pianist in
her native Lithuania.
",bantered,touted,flourished,embellished,colluded
46,"The children were ______ by the seemingly nonsensical clues until
Kinan pointed out that the messages were in code.
",censured,striated,feigned,prevaricated,flummoxed
47,"As the ______ in Romeo and Juliet, Romeo is a hero able to
capture the audience's sympathy by continually professing his love
for Juliet.
",protagonist,enigma,facade,activist,catechist
48,"The chess master promised to ______ havoc upon his opponent's
pawns for taking his bishop.
",wreak,warrant,ensue,placate,endow
49,"I have always admired Seymour's ______; I've never seen him
rattled by anything.
",aplomb,confluence,propriety,compunction,nostalgia
50,"The soldiers received a military ______ to inspect all their vehicles
before traveling.
",allotment,dominion,affectation,calculation,mandate
51,"As ______ beings we live each day conscious of our shortcomings
and victories.
",sensational,sentient,sentimental,static,senile
52,"The curious crowd gathered to watch the irate customer ______
about the poor service he received in the restaurant.
",antiquate,trivialize,rant,placate,fetter
53,"The man's ______ driving resulted in a four-car pile-up on the
freeway.
",burdensome,charismatic,exceptional,boastful,negligent
54,"Ron didn't know the rules of rugby, but he could tell by the
crowd's reaction that it was a critical ______ in the game.
",acclamation,conviction,juncture,enigma,revelation
55,"My ancestor who lost his life in the Revolutionary War was a
______ for American independence.
",knave,reactionary,compatriot,nonconformist,martyr
56,"The ______ sound of the radiator as it released steam became an
increasingly annoying distraction.
",sibilant,scintillating,diverting,sinuous,scurrilous
57,"It is helpful for salesmen to develop a good ______ with their
customers in order to gain their trust.
",platitude,rapport,ire,tribute,disinclination
58,"In such a small office setting, the office manager found he had
______ responsibilities that required knowledge in a variety of
different topics.
",heedless,complementary,mutual,manifold,correlative
59,"David's ______ entrance on stage disrupted the scene and caused
the actors to flub their lines.
",untimely,precise,lithe,fortuitous,tensile
60,"The settlers found an ideal location with plenty of ______ land for
farming and a mountain stream for fresh water and irrigation.
",candid,provincial,arable,timid,quaint
61,"The ______ seventh-grader towered over the other players on his
basketball team.
",gangling,studious,mimetic,abject,reserved
62,"Carson was at first flattered by the ______ of his new colleagues,
but he soon realized that their admiration rested chiefly on his
connections, not his accomplishments.
",reprisal,adulation,bulwark,rapport,retinue
63,"For a(n) ______ fee, it is possible to upgrade from regular gasoline
to premium.
",nominal,judgmental,existential,bountiful,jovial
64,"Searching frantically to find the hidden jewels, the thieves
proceeded to ______ the entire house.
",justify,darken,amplify,ransack,glorify
65,"The ______ deer stuck close to its mother when venturing out into
the open field.
",starling,foundling,yearling,begrudging,hatchling
66,"The police officer ______ the crowd to step back from the fire so
that no one would get hurt.
",undulated,enjoined,stagnated,permeated,delineated
67,"Jackson's poor typing skills were a ______ to finding employment
at the nearby office complex.
",benefit,hindrance,partiality,temptation,canon
68,"Through ______, the chef created a creamy sauce by combining
brown sugar, butter, and cinnamon in a pan and cooking them over
medium-high heat.
",impasse,obscurity,decadence,diversion,liquefaction
69,"The defendant claimed that he was innocent and that his
confession was ______.
",coerced,flagrant,terse,benign,futile
70,"Harvey was discouraged that his visa application was ______ due to
his six convictions.
",lethargic,immeasurable,nullified,segregated,aggravated
71,"The rebel spies were charged with ______ and put on trial.
",sedition,attrition,interaction,reiteration,perdition
72,"Keith was ______ in his giving to friends and charities throughout
the year, not just during the holidays.
",munificent,portly,amphibious,guileful,forensic
73,"Calvin reached the ______ of his career in his early thirties when
he became president and CEO of a software company.
",zephyr,plethora,vale,nocturne,zenith
74,"Although I'd asked a simple ""yes"" or ""no"" question, Irfan's reply
was ______, and I didn't know how to interpret it.
",prodigal,irate,equivocal,voracious,harrowing
75,"The high-profile company CEO was given an ______ for speaking
at the monthly meeting of the area business leaders' society.
",expiation,honorarium,inoculation,interpretation,inquisition
76,"Zachary was doomed to a miserable life, for no matter how much
he had, he always ______ the possessions of others.
",protracted,exalted,engendered,coveted,filibustered
77,"Sheila's grueling hike included passing through numerous ______.
",terrariums,neoprene,jurisdictions,ravines,belfries
78,"The college professor was known on campus as a ______
character-bland but harmless and noble in his ideals.
",staid,stagnant,auspicious,sterile,dogmatic
79,"Because he was so ______, the athlete was able to complete the
obstacle course in record time.
",belligerent,nimble,demure,volatile,speculative
80,"The toy store's extensive inventory offered a ______ of toys from
baby items to video games for teenagers.
",manifold,lexicon,burrow,gamut,motif
81,"With sunscreen and a good book, April ______ by the pool in her
lounge chair while the children swam.
",ensconced,sustained,expelled,transcended,lolled
82,"NaQuan had a terrible habit of boasting so much about his
smallest accomplishments that his ______ became renowned
throughout the small college campus.
",vainglory,timidity,diffidence,tempestuousness,mockery
83,"Only a small number of people in the audience laughed at the
comic's ______ sense of humor, while the rest found him to be too
sarcastic.
",consequential,avaricious,venturous,dauntless,mordant
84,"He has long been a(n) ______ of year-round school, believing it
would significantly improve learning and ease the burden on
working parents.
",advocate,levity,detractor,epiphany,connoisseur
85,"Tired of hearing the child whine for more candy, the babysitter
finally ______ and offered him a piece of chocolate.
",relented,abated,rendered,placated,enumerated
86,"Dogs growl and show their teeth in an attempt to ______ the
animal or person they perceive as a threat.
",bolster,waylay,cow,exacerbate,appease
87,"In biology class, Sabine observed the slug's ______, its barely
discernible movement in the tank.
",parody,prescience,torpor,insight,vigor
88,"The ______ instinct of a watchdog is to attack strangers who enter
its home.
",judicious,intimate,pragmatic,melancholy,primal
89,"The battalion's ______ was a well-fortified structure near the
enemy lines.
",labyrinth,summary,villa,vinculum,garrison
90,"Much to my surprise, my teenage daughter was ______ to the idea
of going out with me on Friday night instead of with her friends.
",contrite,impartial,partisan,deferential,amenable
91,"The enormous waves forced the lobster boat to ______ heavily to
the starboard side, causing crates of lobsters to topple and fall into
the ocean.
",trifle,degenerate,list,expedite,disseminate
92,"Walking through the ______ forest in spring was a welcome escape
from the cold, gray winter we had spent in the city.
",pliant,verdant,factious,bland,innocuous
93,"Nina called the humane society when she saw her neighbor ______
his dog.
",mandate,forebode,maltreat,stipulate,peruse
94,"Meredith used the ______ to steer the horse and keep him in line.
",jolt,bristle,chine,quirt,hearth
95,"Oliver was unable to ______ himself from the difficulties he had
caused by forging the documents.
",reprove,pique,oust,extricate,broach
96,"The ______ of our expedition was still so far away that I felt we
would never get there.
",nadir,terminus,speculation,apex,dungeon
97,"If he expected to ______ as a doctor, Lou knew he would have to
study hard in medical school and work long hours to gain
experience and skill.
",perpetrate,palliate,palpitate,prosper,mediate
98,"Doc Wilson grew up in Florida and was not prepared to face the
______ climate of the Alaskan winter.
",freshwater,gelid,compendious,subsidiary,improvident
99,"Marvin's ______ prevented him from finishing his work and was
evidenced in his large phone bills.
",loquacity,heroism,decadence,depreciation,rescission
100,"The graph clearly showed the company reaching the ______ in
profits during the 1980s when the economy was in a boom period.
",narthex,gullet,gamut,quiescence,vertex
101,"Amie agrees with the ______ that the grass is always greener on
the other side of the fence.
",perpetuity,penchant,maxim,conformation,fortitude
102,"Victor Frankenstein's creature was a(n) ______, detested by
everyone he met.
",itinerant,anathema,cosmopolitan,mercenary,anomaly
103,"Jack Nicholson was at the ______ of his career when he received
the Oscar for Best Actor.
",detriment,pinnacle,oligarchy,rogue,repose
104,"Ariana was outstanding as the moderator; she handled the
intensely heated debate with great ______, diplomatically and
tactfully keeping the conversation fair and on track.
",finesse,pretentiousness,prowess,succor,aversion
105,"The class endured a loud and lengthy ______ by the teacher on the
subject of submitting written work on time.
",guile,polemic,bravado,tirade,heresy
106,"Lauren's ______ features, what you first noticed about her, were
her stunning black hair and large, dark eyes.
",savvy,affluent,predominant,universal,malicious
107,"Whenever Tom and I would argue he would ______ with his hands
and body to accentuate his point.
",interject,infuse,gesticulate,conjure,encumber
108,"Must we be subjected to your ______ complaints all day long?
",tiresome,fearsome,awesome,gleesome,wholesome
109,"The new political candidate refused to print ______ about her
aggressive opponent, but that did not stop him from printing lies
about her.
",dispensation,assignation,rendition,libel,compunction
110,"Awkwardly tall and prone to tripping over her own feet, Grace felt
her name was truly a ______.
",misnomer,preoccupation,universality,garrulity,benevolence
111,"Although the villagers' lives were profoundly different from her
own, Jing-Mae felt a deep ______ for the people when she served
in the Peace Corps.
",reparation,affinity,injunction,exigency,analogy
112,"Sometimes late at night Sharon would gaze joyfully at her children
as they slept and ______ in their innocence.
",sneer,ostracize,revel,repudiate,antiquate
113,"In the famous balcony scene, Romeo ______ Juliet's beauty in one
of the most romantic soliloquies ever written.
",sanctions,extols,peruses,beguiles,fetters
114,"It was ______ to think that it could possibly snow in the middle of
the desert.
",advantageous,philosophical,eroding,preventative,preposterous
115,"Every evening at the restaurant, the reporter would eavesdrop on
the Mayor's conversations in order to ______ any information that
could make headlines.
",ignore,glean,extol,extend,narrate
116,"The surgeon placed a ______ on the femoral artery to bind it
during the long and exhausting surgery.
",ligature,doctrine,premise,synopsis,degeneration
117,"By sheer ______ force, the men pushed the truck to the side of the
road and out of danger.
",virile,persnickety,meticulous,suave,contentious
118,"Based on his recent poor decisions, it was obvious that Seth lacked
even a ______ of good sense.
",debasement,diversion,disapprobation,submission,modicum
119,"To settle the dispute, the students elected a faculty member to
serve as a(n) ______.
",maverick,dystopia,arbiter,fiduciary,martyr
120,"The ______ newspaper accounts of the city scandal caused some
readers to question the truth of the stories.
",lurid,vivacious,blithesome,prolific,amicable
121,"The ______ man with amnesia was unable to recognize where
he was.
",endogenous,euphoric,nonplussed,amicable,pliable
122,"Justin's ______ solution to the problem revealed that he did not
spend much time considering the consequences.
",facile,obsolete,resilient,pristine,ardent
123,"The events of the evening ______ without difficulty despite the
lack of planning on the part of the host.
",expired,transpired,retired,ensured,extorted
124,"It is every American person's ______ to live the life he or she
chooses.
",composite,eloquence,prerogative,allusion,demise
125,"After the boisterous customers left the cafe without tipping, Carlos
______ at them through the restaurant's front window.
",interjected,jostled,glowered,emulated,skulked
126,"People often referred to Noelle as ______ because she trusted
everyone and even slept with her doors unlocked.
",naive,elevated,boastful,panoramic,elated
127,"Kinnel's re-election is being threatened by a growing ______ of
disgruntled union members.
",rogue,faction,pariah,guise,anathema
128,"The peasants passed their weary days in much ______ and little
comfort.
",pertinence,renown,travail,exile,repose
129,"Lyasia is a ______ of the clarinet; she has performed solos with
many orchestras and bands around the world.
",neophyte,novice,virtuoso,termagant,plethora
130,"The children knew that once their father made his decision, the
new rule would be ______ because he would never change his mind.
",irrevocable,articulate,premeditated,serried,discourteous
131,"The haunted house displayed ______ scenes in every room,
causing squeamish visitors to scream.
",preparatory,archaic,macabre,precocious,impetuous
132,"The concert audience was frustrated by the poor ______ of the
sounds coming from the speakers.
",modulation,recrimination,terminus,dissidence,assertion
133,"Please don't ______ me my success-I've worked hard to earn this
promotion!
",renege,begrudge,excise,staunch,vaunt
134,"With an ______ blow of the whistle, the meddling parent
interrupted the game to reiterate the rules of the tournament.
",industrious,illustrious,eloquent,officious,enviable
135,"The candidate's inappropriately sexist remark was met with a
______ of denunciations from the angry crowd.
",bastion,fusillade,melange,dichotomy,solecism
136,"The ______ employee decided to complain publicly about the
unacceptable working conditions.
",discreet,prudent,precarious,malcontent,stupendous
137,"The medicine man applied a sweet smelling ______ to the young
brave's wounds.
",triad,corrosive,parcel,unguent,pungent
138,"The judge dismissed the extraneous evidence because it was not
______ to the trial.
",pertinent,pretentious,synonymous,abject,inalienable
139,"The ______ nature of the song is supposed to be reminiscent of
shepherds calling to their flocks at night.
",vocative,endemic,surreptitious,preternatural,inane
140,"The ______ child caused great difficulties for her parents and
teachers because she refused to correct her bad behavior even in
the face of punishment.
",adorable,sincere,incorrigible,lamentable,demure
141,"The internist decided to treat the ______ with medication, but also
recommended rest and proper nutrition.
",malady,nonentity,missive,repository,nonchalance
142,"It was such a beautiful day that I decided to go for a ______ on my
bike down to the local park.
",expedition,jaunt,pilgrimage,repast,intimation
143,"The castaway's hut was ______ by the natives curious to see who
the intruder was upon their island.
",beset,surmised,precluded,garnered,lauded
144,"Sometimes my grandmother would ______ all different types of
thread so she could include more colors in the clothes she sewed.
",daunt,raddle,scrabble,thrush,empower
145,"The defense attorney's choice of words ______ that there were
other possible versions of the crime, but the jury was unconvinced.
",pervaded,insinuated,discounted,imposed,ensconced
146,"Ted's enthusiasm for becoming a professional drum player ______
when he realized he would have to practice several hours a day.
",waxed,waned,deranged,flouted,preempted
147,"Some would say Muzak is a(n) ______ form of music, a kind of
background noise designed to be heard but not listened to.
",arable,degenerate,volatile,pivotal,exemplary
148,"The teacher was dismissed for the ______ act of helping his
students cheat on the exam.
",steadfast,meritorious,unconscionable,pristine,fortuitous
149,"The reformed criminal could not forget his guilty past; he was in a
living state of ______.
",perdition,tact,composure,principle,veracity
150,"The ______ yoga instructor waited patiently for her students to
find the proper pose, which she performed with ease.
",unabashed,lissome,cosmopolitan,sneering,disparaging
151,"When we first meet Romeo, he is ______ over his unrequited love
for Rosaline.
",brooding,ogling,meandering,embellishing,groveling
152,"Because it had been worn and washed so often, Linus's favorite tshirt
was tattered and ______ with holes.
",salvaged,circulated,riddled,emulated,congregated
153,"Henley's ______ remarks about my presentation did not bother me
because I knew I'd done a good job.
",derogatory,voracious,tactile,capricious,amiable
154,"Eels swim using a rapid ______ motion that propels them through
the water.
",dissipating,undulating,eradicating,objurgating,irritating
155,"Sick and tired of her boring job, Cecilia began to ______ what it
would be like to quit.
",ponder,disengage,negate,relinquish,alleviate
156,"The way my father likes to ______with any salesperson to see if he
can bargain for a lower price is embarrassing.
",striate,variegate,capitulate,teem,wrangle
157,"The ______ construction crew built large new buildings all over the
East Coast, wherever the demand for qualified workers took them.
",laconic,irresolute,itinerant,parietal,peremptory
158,"The CEO's large expense accounts proved she was a ______
spender with the company's money.
",injurious,ineffectual,liberal,malignant,insolvent
159,"Daniela found the unchanging rhythm of the musical piece to be
annoyingly ______.
",recusant,monotonous,irreverent,coherent,redolent
160,"The young, thin boy surprised his wrestling opponent with his
______ strength.
",fraudulent,wiry,frolicsome,pretentious,endemic
161,"The new actress's talents were severely ______ by the local critics;
she went on to be a distinguished member of a well-respected
acting company.
",underrated,berated,placated,dissuaded,interred
162,"To hide his insecurity, Barton often acted like a ______ so that he
could make people laugh.
",buffoon,martyr,neophyte,plebian,wraith
163,"When Arnold's grandmother began to complain about the
excruciating pain in her knees and legs, she was referred to an
______ specialist for a diagnosis.
",optical,oral,archeological,osteopathic,psychological
164,"Charlie's ______ behavior made it clear that he had been highly
educated in matters of etiquette.
",decorous,surreptitious,erratic,caustic,irksome
165,"Staring at the ______ crystal blue water of the sea, Eileen thought
she had never seen anything so beautiful.
",flamboyant,appalling,devious,pristine,fiery
166,"Wearing the designer's latest fashions, the ______ clothing model
sashayed down the runway.
",jaunty,tranquil,fanatical,recessive,contemplative
167,"Given his ______ nature, it was appropriate that he decided to be a
trial lawyer after law school.
",lackluster,engrossed,penitent,litigious,obsolete
168,"After her relationship ended, Patty, feeling ______, insisted on
playing sad love songs repeatedly.
",infallible,plausible,formative,mawkish,persuasive
169,"Sanji went abroad as a ______ young man; when he returned two
years later, he seemed like an experienced man of the world.
",sardonic,egalitarian,reticent,callow,loquacious
170,"Normally distinguished and reserved, Robert would act ______
when he joined his friends to cheer for their old high school team
at annual the homecoming game.
",indignant,oafish,poignant,reputable,obdurate
